id,retailer,long_wgs,lat_wgs,size_band,size_code
1010011997,Heart of England Co-operative,-1.456273261,52.51248057,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010016782,Spar,-0.167620281,51.23219627,"< 3,013 ft2 (280m2)",Small convenience
1010016783,Spar,-0.131272692,51.2295356,"< 3,013 ft2 (280m2)",Small convenience
1010003182,Sainsburys,-0.167182241,51.24174666,"30,138 ft2 > (2,800 m2)",Very large
1010009316,The Co-operative Group,-0.197704392,51.22452547,"< 3,013 ft2 (280m2)",Small convenience
1010009200,The Co-operative Group,-2.154327166,53.55317493,"< 3,013 ft2 (280m2)",Small convenience
1010001813,Marks and Spencer,-0.489470658,51.63421346,"< 3,013 ft2 (280m2)",Small convenience
1010015236,Marks and Spencer,-0.55547685,51.60725752,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010018207,Spar,-7.309651171,54.59650359,"< 3,013 ft2 (280m2)",Small convenience
1010009475,The Co-operative Group,-7.318952373,54.37678385,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010016054,Dunnes Stores,-7.2953865,54.59916709,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Large
1010019011,Morrisons,0.111801445,51.34506172,"< 3,013 ft2 (280m2)",Small convenience
1010019202,Morrisons,0.079366653,51.37926877,"< 3,013 ft2 (280m2)",Small convenience
1010010874,Iceland,0.075022363,51.38884041,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010008055,The Co-operative Group,0.105590658,51.40408756,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010019473,Lidl,0.112250495,51.39918879,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Large
1010006141,Tesco,0.096756203,51.37376883,"30,138 ft2 > (2,800 m2)",Very large
1010016530,Spar,-0.598822614,51.52040802,"< 3,013 ft2 (280m2)",Small convenience
1010000802,Asda,-0.630215379,51.507264,"30,138 ft2 > (2,800 m2)",Very large
1010017010,Spar,-0.593415637,51.51401266,"< 3,013 ft2 (280m2)",Small convenience
1010001285,Budgens,-0.543061587,51.50475045,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010007883,The Co-operative Group,-3.599373652,52.90960545,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010019642,Morrisons,-3.148863058,52.77607612,"< 3,013 ft2 (280m2)",Small convenience
1010018803,Morrisons,-3.052159782,52.86146568,"< 3,013 ft2 (280m2)",Small convenience
1010008189,The Co-operative Group,-3.054019172,52.85555952,"< 3,013 ft2 (280m2)",Small convenience
1010019548,Midcounties Co-operative,-1.29707242,51.75206536,"< 3,013 ft2 (280m2)",Small convenience
