lsoa11cd,FHRSID
E01031582,0
E01031583,17
E01031584,21
E01031585,59
E01031586,3
E01031587,2
E01031588,6
E01031589,9
E01031590,5
E01031591,9
E01031592,4
E01031593,4
E01031594,9
E01031595,26
E01031596,6
E01031597,13
E01031598,49
E01031599,50
E01031600,12
E01031601,18
E01031603,9
E01031604,10
E01031605,8
E01031606,8
E01031607,9
E01031608,50
E01031609,17
E01031610,55
E01031611,0
E01031612,3
E01031613,1
E01031614,3
E01031615,3
E01031616,1
E01031617,1
E01031618,1
E01031619,1
E01031620,1
E01031621,0
E01031622,0
E01031623,1
E01031624,0
E01031625,0
E01031626,0
E01031627,2
E01031628,1
E01031629,0
E01031630,2
E01031631,2
E01031632,1
E01031633,0
E01031634,1
E01031635,0
E01031636,9
E01031637,2
E01031638,1
E01031639,7
E01031640,1
E01031641,13
E01031642,12
E01031643,12
E01031644,2
E01031645,2
E01031646,2
E01031647,4
E01031648,1
E01031649,2
E01031650,0
E01031651,0
E01031652,3
E01031653,10
E01031654,2
E01031655,7
E01031656,8
E01031657,1
E01031658,1
E01031659,0
E01031660,0
E01031661,0
E01031662,3
E01031663,3
E01031664,2
E01031665,0
E01031666,5
E01031667,5
E01031668,5
E01031669,4
E01031670,4
E01031671,2
E01031672,4
E01031673,2
E01031674,0
E01031675,0
E01031676,0
E01031677,1
E01031678,1
E01031679,0
E01031680,0
E01031681,1
E01031682,1
E01031683,1
E01031684,2
E01031685,2
E01031686,2
E01031687,2
E01031688,1
E01031689,5
E01031690,5
E01031691,9
E01031692,0
E01031693,0
E01031694,2
E01031695,0
E01031696,3
E01031697,0
E01031698,0
E01031699,4
E01031700,3
E01031701,10
E01031702,3
E01031703,15
E01031704,8
E01031705,9
E01031706,14
E01031707,21
E01031708,21
E01031709,21
E01031710,16
E01031711,5
E01031712,4
E01031713,3
E01031714,10
E01031715,4
E01031716,9
E01031717,22
E01031718,1
E01031719,1
E01031720,1
E01031721,3
E01031722,1
E01031723,3
E01031724,3
E01031725,3
E01031726,0
E01031727,0
E01031728,0
E01031729,0
E01031730,2
E01031731,0
E01031732,3
E01031733,6
E01031734,1
E01031735,18
E01031736,18
E01031737,1
E01031738,3
E01031739,13
E01031740,2
E01031741,21
E01031742,20
E01031743,21
E01031744,11
E01031745,11
E01031746,12
E01031747,12
E01031748,11
E01031749,5
E01031750,1
E01031751,6
E01031752,3
E01031753,9
E01031754,10
E01031755,7
E01031756,2
E01031757,3
E01031758,3
E01031759,3
E01031760,4
E01031761,8
E01031763,4
E01031764,0
E01031765,0
E01031766,0
E01031767,10
E01031768,10
E01031769,10
E01031770,0
E01031771,1
E01031772,4
E01031773,6
E01031774,4
E01031775,5
E01031776,16
E01031777,15
E01031778,13
E01031779,18
E01031780,27
E01031781,10
E01031782,5
E01031783,8
E01031784,2
E01031785,6
E01031786,8
E01031787,51
E01031788,53
E01031789,44
E01031790,57
E01031791,58
E01031792,7
E01031793,8
E01031794,4
E01031795,7
E01031796,29
E01031797,20
E01031798,30
E01031799,24
E01031800,28
E01031801,31
E01031802,9
E01031803,3
E01031804,10
E01031805,3
E01031806,9
E01031807,33
E01031808,45
E01031809,22
E01031810,27
E01031811,43
E01031812,20
E01031813,9
E01031814,7
E01031815,11
E01031816,15
E01031817,8
E01031818,9
E01031819,8
E01031820,1
E01031821,1
E01031822,1
E01031823,6
E01031824,10
E01031825,4
E01031826,4
E01031827,3
E01031828,1
E01031829,3
E01031830,3
E01031831,26
E01031832,7
E01031833,14
E01031834,12
E01031835,27
E01031836,15
E01031837,17
E01031838,13
E01031839,4
E01031840,5
E01031841,1
E01031842,0
E01031843,3
E01031844,1
E01031845,3
E01031846,0
E01031847,4
E01031848,1
E01031849,1
E01031850,13
E01031851,6
E01031852,2
E01031853,2
E01031854,14
E01031855,11
E01031856,14
E01031857,3
E01031858,4
E01031859,4
E01031860,2
E01031861,11
E01031862,15
E01031863,18
E01031864,0
E01031865,17
E01031866,0
E01031867,1
E01031868,0
E01031869,5
E01031870,5
E01031871,0
E01031872,1
E01031873,0
E01031874,2
E01031876,2
E01031877,0
E01031878,0
E01031879,3
E01031880,4
E01031882,1
E01031883,1
E01031884,0
E01031885,0
E01031886,0
E01031887,2
E01031888,4
E01031889,0
E01031890,4
E01031891,0
E01031892,1
E01031893,0
E01031894,0
E01031895,13
E01031896,13
E01031897,9
E01031898,12
E01031900,10
E01031901,11
E01031902,12
E01031903,2
E01031904,1
E01031905,1
E01031906,1
E01031907,6
E01031908,3
E01031909,3
E01031910,17
E01031911,16
E01031912,17
E01031913,6
E01031914,4
E01031915,11
E01031916,2
E01031917,14
E01031918,14
E01031919,8
E01031920,17
E01031921,1
E01031922,1
E01031923,1
E01031924,2
E01031925,5
E01031926,5
E01031927,1
E01031928,2
E01031929,1
E01031930,0
E01031931,11
E01031932,12
E01031933,10
E01031934,5
E01031935,5
E01031936,5
E01031937,0
E01031938,0
E01031939,0
E01031940,1
E01031941,0
E01031942,4
E01031944,1
E01031946,1
E01031947,2
E01031948,4
E01031949,7
E01031950,1
E01031951,0
E01031952,10
E01031953,0
E01031954,0
E01031955,2
E01031956,2
E01031957,2
E01031958,2
E01031959,7
E01031960,1
E01031961,3
E01031962,1
E01031963,13
E01031964,8
E01031965,9
E01031966,11
E01031967,11
E01031968,9
E01031969,3
E01031970,2
E01031971,2
E01031972,1
E01031973,1
E01031974,9
E01031975,9
E01031976,1
E01031977,1
E01031978,3
E01031979,8
E01031980,3
E01031981,3
E01031982,4
E01031983,6
E01031984,3
E01031985,3
E01031986,4
E01031988,2
E01031989,2
E01031990,0
E01031991,2
E01031992,1
E01031993,4
E01031994,1
E01031995,5
E01031996,4
E01031997,4
E01031998,2
E01031999,4
E01032000,0
E01032001,7
E01032002,9
E01032003,26
E01032004,0
E01032005,3
E01032006,3
E01032007,3
E01032008,3
E01032009,4
E01032010,1
E01032011,1
E01032012,7
E01032013,0
E01032014,45
E01032015,40
E01032016,44
E01032017,3
E01032018,3
E01032019,2
E01032020,24
E01032021,44
E01032022,45
E01032023,47
E01032024,37
E01032025,7
E01032026,2
E01032027,0
E01032029,4
E01032030,4
E01032031,1
E01032032,1
E01032033,0
E01032034,1
E01032035,5
E01032036,1
E01032037,5
E01032038,6
E01032039,6
E01032040,5
E01032041,0
E01032042,1
E01032043,1
E01032044,1
E01032045,13
E01032046,14
E01032047,10
E01032048,13
E01032049,11
E01032050,14
E01032051,0
E01032052,1
E01032053,3
E01032054,1
E01032055,2
E01032056,1
E01032057,0
E01032058,1
E01032059,1
E01032060,1
E01032061,1
E01032062,12
E01032063,3
E01032064,3
E01032065,11
E01032066,11
E01032067,10
E01032068,10
E01032069,10
E01032070,1
E01032071,0
E01032072,0
E01032073,10
E01032074,2
E01032075,0
E01032076,1
E01032077,0
E01032078,3
E01032079,3
E01032080,0
E01032081,0
E01032082,0
E01032083,2
E01032084,1
E01032085,17
E01032086,16
E01032087,15
E01032088,6
E01032089,20
E01032090,9
E01032091,5
E01032092,6
E01032093,15
E01032094,18
E01032095,7
E01032096,4
E01032097,0
E01032098,7
E01032099,4
E01032100,18
E01032101,19
E01032102,6
E01032103,14
E01032104,2
E01032105,9
E01032106,11
E01032107,0
E01032108,13
E01032109,3
E01032110,1
E01032111,12
E01032112,5
E01032113,3
E01032114,13
E01032115,8
E01032116,8
E01032117,6
E01032118,9
E01032119,8
E01032121,7
E01032122,3
E01032123,0
E01032124,3
E01032125,3
E01032126,13
E01032127,8
E01032128,6
E01032129,6
E01032130,2
E01032131,6
E01032132,5
E01032133,7
E01032134,0
E01032135,7
E01032136,0
E01032137,2
E01032138,5
E01032139,4
E01032140,5
E01032141,1
E01032142,2
E01032143,1
E01032144,3
E01032145,5
E01032146,0
E01032147,7
E01032148,0
E01032149,0
E01032150,1
E01032151,4
E01032152,6
E01032153,9
E01032154,8
E01032155,2
E01032156,20
E01032157,21
E01032158,17
E01032159,23
E01032160,20
E01032161,9
E01032162,2
E01032166,2
E01032168,4
E01032169,3
E01032170,10
E01032171,16
E01032172,12
E01032173,10
E01032174,5
E01032175,16
E01032176,1
E01032177,2
E01032178,5
E01032179,1
E01032180,1
E01032181,0
E01032182,1
E01032183,1
E01032184,11
E01032185,13
E01032186,25
E01032187,13
E01032188,14
E01032189,5
E01032190,2
E01032191,3
E01032192,2
E01032193,0
E01032194,11
E01032195,15
E01032196,14
E01032197,18
E01032198,0
E01032199,1
E01032200,0
E01032201,16
E01032202,12
E01032203,20
E01032204,16
E01032205,0
E01032206,1
E01032207,0
E01032208,21
E01032209,19
E01032210,21
E01032211,0
E01032212,0
E01032213,0
E01032214,6
E01032215,11
E01032216,11
E01032217,0
E01032218,1
E01032219,0
E01032220,8
E01032221,2
E01032222,10
E01032223,3
E01032224,42
E01032225,14
E01032226,21
E01032227,2
E01032228,0
E01032229,5
E01032230,7
E01032231,8
E01032232,6
E01032233,4
E01032234,24
E01032235,4
E01032236,39
E01032237,23
E01032238,33
E01032239,40
E01032240,4
E01032241,4
E01032242,5
E01032243,3
E01032244,3
E01032245,3
E01032246,6
E01032247,6
E01032248,0
E01032249,6
E01032250,11
E01032251,7
E01032252,10
E01032253,8
E01032254,9
E01032255,8
E01032256,6
E01032257,7
E01032258,4
E01032259,5
E01032260,6
E01032261,6
E01032262,20
E01032263,16
E01032264,8
E01032265,5
E01032266,10
E01032267,7
E01032268,12
E01032269,3
E01032270,3
E01032271,2
E01032272,5
E01032273,6
E01032274,8
E01032275,9
E01032276,10
E01032277,12
E01032278,9
E01032279,23
E01032280,13
E01032281,44
E01032282,56
E01032283,2
E01032284,6
E01032285,23
E01032286,7
E01032287,10
E01032288,8
E01032289,2
E01032290,1
E01032292,53
E01032294,21
E01032295,23
E01032296,8
E01032297,1
E01032298,0
E01032299,5
E01032300,5
E01032301,9
E01032302,10
E01032303,10
E01032304,7
E01032305,13
E01032306,9
E01032307,6
E01032308,4
E01032309,4
E01032310,15
E01032311,16
E01032312,17
E01032313,15
E01032314,3
E01032315,7
E01032316,1
E01032317,2
E01032318,5
E01032319,6
E01032320,11
E01032321,5
E01032322,9
E01032323,2
E01032324,2
E01032325,1
E01032326,2
E01032327,12
E01032328,10
E01032329,17
E01032330,11
E01032331,8
E01032332,3
E01032333,12
E01032334,6
E01032335,3
E01032336,2
E01032337,9
E01032338,5
E01032339,5
E01032340,3
E01032341,4
E01032342,25
E01032343,28
E01032344,7
E01032345,0
E01032346,1
E01032347,1
E01032348,1
E01032349,1
E01032350,0
E01032351,7
E01032352,1
E01032353,7
E01032354,1
E01032355,1
E01032356,2
E01032357,15
E01032358,15
E01032359,13
E01032360,7
E01032361,3
E01032362,3
E01032363,0
E01032364,4
E01032365,7
E01032366,7
E01032367,12
E01032368,2
E01032369,4
E01032370,4
E01032371,4
E01032372,2
E01032373,2
E01032374,0
E01032375,0
E01032376,13
E01032377,27
E01032378,27
E01032379,8
E01032380,29
E01032381,13
E01032382,0
E01032383,0
E01032384,4
E01032385,3
E01032386,2
E01032387,2
E01032388,3
E01032389,0
E01032390,0
E01032391,4
E01032392,1
E01032393,1
E01032394,0
E01032395,1
E01032396,9
E01032397,13
E01032398,9
E01032399,2
E01032400,2
E01032401,0
E01032402,1
E01032403,0
E01032404,2
E01032405,18
E01032406,19
E01032407,18
E01032408,19
E01032409,16
E01032410,1
E01032411,0
E01032412,0
E01032413,0
E01032414,0
E01032415,0
E01032416,1
E01032417,0
E01032418,10
E01032419,2
E01032420,5
E01032421,3
E01032422,5
E01032423,5
E01032424,2
E01032425,2
E01032426,2
E01032427,4
E01032428,11
E01032429,9
E01032430,10
E01032431,2
E01032432,0
E01032433,0
E01032434,25
E01032435,26
E01032436,5
E01032437,5
E01032438,5
E01032439,0
E01032440,0
E01032441,3
E01032442,7
E01032443,4
E01032444,9
E01032445,6
E01032446,8
E01032447,24
E01032448,7
E01032449,24
E01032450,27
E01032451,6
E01032452,4
E01032453,2
E01032454,26
E01032455,1
E01032456,15
E01032457,3
E01032458,6
E01032459,17
E01032460,17
E01032461,13
E01032462,10
E01032463,15
E01032464,2
E01032465,4
E01032466,8
E01032467,8
E01032468,6
E01032469,2
E01032470,5
E01032471,3
E01032472,0
E01032473,2
E01032474,36
E01032475,22
E01032476,11
E01032477,5
E01032478,6
E01032479,1
E01032480,4
E01032481,2
E01032482,10
E01032483,5
E01032484,5
E01032485,3
E01032486,3
E01032487,5
E01032488,3
E01032489,34
E01032490,22
E01032491,11
E01032492,35
E01032493,3
E01032494,6
E01032495,9
E01032496,4
E01032497,13
E01032498,17
E01032499,18
E01032500,39
E01032501,6
E01032502,9
E01032503,6
E01032504,4
E01032505,23
E01032506,29
E01032507,25
E01032508,45
E01032509,45
E01032510,6
E01032511,12
E01032512,126
E01032513,145
E01032514,11
E01032515,8
E01032516,2
E01032517,8
E01032518,32
E01032519,45
E01032520,71
E01032522,87
E01032523,1
E01032524,2
E01032525,1
E01032526,1
E01032527,12
E01032528,11
E01032529,11
E01032530,6
E01032531,5
E01032532,6
E01032533,1
E01032534,16
E01032535,13
E01032536,12
E01032537,14
E01032538,25
E01032540,12
E01032541,8
E01032542,15
E01032543,10
E01032544,13
E01032545,9
E01032546,7
E01032548,7
E01032549,3
E01032550,9
E01032551,9
E01032552,4
E01032553,0
E01032554,13
E01032555,10
E01032556,16
E01032557,9
E01032558,6
E01032559,5
E01032560,11
E01032561,8
E01032562,16
E01032563,19
E01032564,27
E01032565,25
E01032566,34
E01032567,12
E01032568,15
E01032569,10
E01032570,16
E01032571,0
E01032572,78
E01032573,72
E01032574,73
E01032575,72
E01032576,16
E01032577,26
E01032579,98
E01032580,60
E01032581,71
E01032582,54
E01032583,166
E01032584,77
E01032585,4
E01032586,14
E01032587,19
E01032588,4
E01032589,16
E01032590,17
E01032591,8
E01032592,10
E01032593,2
E01032594,3
E01032595,10
E01032596,7
E01032597,10
E01032598,8
E01032599,12
E01032600,14
E01032601,19
E01032602,16
E01032603,13
E01032604,8
E01032605,1
E01032606,11
E01032607,37
E01032608,35
E01032609,3
E01032610,4
E01032611,0
E01032612,36
E01032613,3
E01032614,0
E01032615,2
E01032616,4
E01032617,9
E01032618,4
E01032619,5
E01032620,2
E01032621,14
E01032622,9
E01032623,6
E01032624,0
E01032625,3
E01032626,3
E01032627,21
E01032628,0
E01032629,3
E01032630,5
E01032631,4
E01032632,3
E01032633,1
E01032634,3
E01032635,3
E01032636,19
E01032637,83
E01032638,69
E01032639,126
E01032640,84
E01032641,8
E01032642,25
E01032643,53
E01032644,56
E01032645,53
E01032646,188
E01032647,17
E01032648,16
E01032649,10
E01032650,10
E01032651,1
E01032652,2
E01032653,6
E01032654,6
E01032655,3
E01032656,3
E01032657,66
E01032658,70
E01032659,45
E01032660,46
E01032661,45
E01032662,45
E01032663,3
E01032664,33
E01032665,33
E01032666,7
E01032667,7
E01032668,8
E01032669,14
E01032670,11
E01032671,10
E01032672,6
E01032673,13
E01032674,7
E01032675,11
E01032676,20
E01032677,11
E01032678,16
E01032679,16
E01032680,0
E01032681,24
E01032682,19
E01032683,2
E01032684,25
E01032685,19
E01032686,22
E01032687,76
E01032688,1
E01032689,0
E01032690,4
E01032691,11
E01032692,1
E01032693,1
E01032694,1
E01032695,5
E01032696,0
E01032697,6
E01032698,4
E01032699,1
E01032700,3
E01032701,6
E01032702,4
E01032703,1
E01032704,1
E01032705,1
E01032706,11
E01032707,9
E01032708,25
E01032709,0
E01032710,5
E01032711,4
E01032712,5
E01032713,2
E01032714,87
E01032715,62
E01032716,23
E01032717,10
E01032719,124
E01032720,135
E01032722,129
E01032724,35
E01032725,2
E01032726,2
E01032727,0
E01032728,15
E01032729,63
E01032730,75
E01032731,3
E01032732,13
E01032733,35
E01032734,34
E01032735,2
E01032737,4
E01032738,51
E01032739,195
E01032740,122
E01032741,89
E01032742,84
E01032743,24
E01032744,28
E01032745,47
E01032746,48
E01032748,25
E01032750,47
E01032751,46
E01032753,16
E01032755,65
E01032756,12
E01032758,2
E01032759,2
E01032761,4
E01032763,14
E01032764,71
E01032765,77
E01032766,170
E01032767,154
E01032768,47
E01032769,44
E01032770,40
E01032771,49
E01032772,48
E01032773,46
E01032774,39
E01032775,19
E01032776,50
E01032777,46
E01032778,38
E01032779,61
E01032780,72
E01032781,39
E01032782,47
E01032783,18
E01032784,90
E01032785,105
E01032786,94
E01032787,128
E01032788,36
E01032789,43
E01032790,39
E01032792,28
E01032794,2
E01032795,13
E01032797,78
E01032798,11
E01032799,64
E01032800,58
E01032802,17
E01032803,201
E01032805,104
E01032807,64
E01032808,63
E01032809,1
E01032810,3
E01032811,2
E01032812,2
E01032813,1
E01032814,1
E01032815,7
E01032816,2
E01032817,7
E01032818,2
E01032819,2
E01032820,3
E01032821,2
E01032822,6
E01032823,3
E01032824,10
E01032825,3
E01032826,3
E01032827,3
E01032828,1
E01032829,0
E01032830,10
E01032831,6
E01032832,9
E01032833,6
E01032834,82
E01032835,38
E01032836,52
E01032837,1
E01032838,0
E01032839,7
E01032840,4
E01032841,2
E01032842,42
E01032843,7
E01032844,5
E01032845,45
E01032846,45
E01032847,41
E01032848,1
E01032849,3
E01032850,3
E01032851,6
E01032852,4
E01032853,4
E01032854,4
E01032855,2
E01032856,1
E01032857,0
E01032858,15
E01032859,8
E01032860,7
E01032862,2
E01032863,5
E01032865,5
E01032867,138
E01032868,143
E01032870,5
E01032871,3
E01032872,175
E01032873,147
E01032875,120
E01032876,3
E01032877,5
E01032878,23
E01032879,29
E01032880,6
E01032881,2
E01032882,1
E01032883,6
E01032884,11
E01032885,3
E01032886,3
E01032887,33
E01032888,5
E01032889,23
E01032890,12
E01032891,18
E01032892,12
E01032893,10
E01032894,9
E01032895,10
E01032896,52
E01032897,6
E01032898,46
E01032899,30
E01032900,7
E01032901,10
E01032902,10
E01032903,22
E01032904,9
E01032905,9
E01032906,34
E01032907,22
E01032909,127
E01032911,102
E01032912,25
E01032914,26
E01032915,22
E01032917,20
E01032919,28
E01032920,22
E01032921,44
E01032922,7
E01032923,42
E01032924,4
E01032925,26
E01032926,3
E01032927,4
E01032928,5
E01032929,13
E01032930,92
E01032931,78
E01032932,46
E01032933,9
E01032934,6
E01032935,14
E01032936,8
E01032937,54
E01032938,2
E01032939,3
E01032940,2
E01032941,24
E01032942,30
E01032943,1
E01032944,5
E01032945,26
E01032946,37
E01032947,0
E01032948,0
E01032949,4
E01032950,3
E01032951,9
E01032952,25
E01032953,8
E01032954,1
E01032955,52
E01032956,7
E01032957,9
E01032958,3
E01032959,5
E01032960,0
E01032961,47
E01032962,9
E01032963,2
E01032964,2
E01032965,7
E01032966,2
E01032967,1
E01032968,1
E01032969,2
E01032970,2
E01032971,2
E01032972,3
E01032973,1
E01032974,1
E01032975,3
E01032976,1
E01032977,6
E01032978,79
E01032979,78
E01032980,43
E01032981,24
E01032982,4
E01032983,3
E01032984,3
E01032985,0
E01032986,33
E01032987,34
E01032988,1
E01032989,5
E01032990,1
E01032991,4
E01032992,3
E01032993,4
E01032994,7
E01032995,42
E01032996,17
E01032997,4
E01032998,4
E01032999,16
E01033000,42
E01033002,128
E01033003,114
E01033005,41
E01033006,52
E01033008,121
E01033010,133
E01033011,132
E01033013,12
E01033015,46
E01033016,128
E01033018,76
E01033019,96
E01033021,28
E01033022,13
E01033023,16
E01033024,1
E01033025,1
E01033026,0
E01033027,0
E01033028,10
E01033029,4
E01033030,45
E01033031,105
E01033032,52
E01033033,116
E01033034,86
E01033035,38
E01033036,12
E01033037,1
E01033038,17
E01033039,14
E01033040,1
E01033041,1
E01033042,0
E01033043,45
E01033044,1
E01033045,2
E01033046,44
E01033047,48
E01033048,42
E01033049,44
E01033050,7
E01033051,9
E01033052,1
E01033053,0
E01033054,7
E01033055,5
E01033056,8
E01033057,4
E01033058,16
E01033059,0
E01033060,0
E01033061,0
E01033062,4
E01033063,12
E01033064,16
E01033065,0
E01033066,0
E01033067,102
E01033068,111
E01033069,111
E01033070,112
E01033071,31
E01033072,0
E01033073,32
E01033074,17
E01033075,19
E01033076,13
E01033077,9
E01033078,0
E01033079,1
E01033080,90
E01033081,28
E01033082,28
E01033083,125
E01033084,116
E01033085,89
E01033086,70
E01033087,57
E01033088,6
E01033089,7
E01033090,66
E01033091,29
E01033092,59
E01033093,42
E01033094,74
E01033095,35
E01033096,4
E01033097,75
E01033098,33
E01033099,57
E01033100,37
E01033101,52
E01033102,6
E01033103,7
E01033104,89
E01033105,8
E01033106,5
E01033107,4
E01033108,10
E01033109,86
E01033110,62
E01033111,28
E01033112,30
E01033113,0
E01033114,0
E01033115,0
E01033116,2
E01033117,0
E01033118,0
E01033119,0
E01033120,3
E01033121,2
E01033122,13
E01033123,27
E01033124,64
E01033125,77
E01033126,44
E01033127,4
E01033128,11
E01033129,67
E01033130,58
E01033131,12
E01033132,37
E01033133,56
E01033135,51
E01033137,11
E01033138,18
E01033139,27
E01033140,46
E01033141,57
E01033142,4
E01033143,0
E01033144,2
E01033145,11
E01033146,52
E01033148,3
E01033150,4
E01033151,57
E01033153,113
E01033154,1
E01033156,8
E01033158,0
E01033159,1
E01033160,2
E01033161,20
E01033163,16
E01033164,48
E01033166,106
E01033167,71
E01033168,7
E01033169,6
E01033170,6
E01033171,18
E01033172,14
E01033173,7
E01033174,18
E01033175,18
E01033176,9
E01033177,6
E01033178,5
E01033179,7
E01033180,7
E01033181,18
E01033182,11
E01033183,8
E01033184,0
E01033185,9
E01033186,9
E01033187,14
E01033188,4
E01033189,0
E01033190,0
E01033191,1
E01033192,1
E01033193,2
E01033194,1
E01033195,47
E01033197,48
E01033198,21
E01033200,7
E01033202,7
E01033203,5
E01033205,2
E01033206,2
E01033207,50
E01033208,54
E01033209,47
E01033210,2
E01033211,52
E01033212,48
E01033213,1
E01033214,1
E01033215,42
E01033216,17
E01033217,92
E01033218,16
E01033219,0
E01033220,80
E01033221,1
E01033223,111
E01033224,91
E01033226,94
E01033228,22
E01033229,2
E01033231,42
E01033232,6
E01033233,8
E01033234,3
E01033235,8
E01033236,8
E01033237,3
E01033239,9
E01033241,38
E01033242,43
E01033243,2
E01033244,9
E01033245,11
E01033246,52
E01033247,62
E01033248,64
E01033249,59
E01033250,3
E01033251,1
E01033252,2
E01033253,80
E01033254,3
E01033255,5
E01033256,77
E01033257,5
E01033258,57
E01033259,13
E01033260,14
E01033261,84
E01033262,62
E01033263,24
E01033264,86
E01033265,93
E01033266,84
E01033267,90
E01033268,42
E01033269,38
E01033270,51
E01033271,80
E01033272,76
E01033273,61
E01033274,81
E01033275,6
E01033276,59
E01033277,13
E01033278,11
E01033279,7
E01033280,4
E01033281,31
E01033282,22
E01033283,35
E01033285,45
E01033286,38
E01033288,19
E01033289,4
E01033291,3
E01033292,4
E01033294,2
E01033296,10
E01033297,5
E01033299,66
E01033300,95
E01033302,84
E01033303,57
E01033305,21
E01033306,22
E01033308,17
E01033310,6
E01033311,24
E01033313,2
E01033314,15
E01033316,18
E01033317,19
E01033319,2
E01033320,40
E01033322,46
E01033324,83
E01033325,95
E01033327,102
E01033328,190
E01033329,155
E01033330,37
E01033331,5
E01033333,5
E01033334,3
E01033336,5
E01033338,4
E01033339,4
E01033341,102
E01033342,103
E01033344,65
E01033345,86
E01033347,112
E01033348,110
E01033350,57
E01033352,73
E01033353,96
E01033355,104
E01033356,67
E01033358,106
E01033359,65
E01033361,64
E01033362,53
E01033364,50
E01033366,114
E01033367,92
E01033369,71
E01033370,64
E01033372,16
E01033373,16
E01033375,1
E01033376,9
E01033378,2
E01033380,28
E01033381,39
E01033383,46
E01033384,28
E01033386,9
E01033387,45
E01033388,47
E01033389,19
E01033390,11
E01033391,2
E01033392,6
E01033393,1
E01033394,2
E01033395,54
E01033396,61
E01033397,14
E01033398,19
E01033399,131
E01033400,35
E01033401,138
E01033402,113
E01033403,133
E01033404,66
E01033405,134
E01033406,131
E01033407,127
E01033408,37
E01033409,131
E01033410,19
E01033411,121
E01033412,2
E01033413,3
E01033414,5
E01033415,100
E01033417,77
E01033418,74
E01033420,118
E01033421,39
E01033422,122
E01033423,109
E01033424,36
E01033425,2
E01033426,31
E01033427,5
E01033428,3
E01033429,5
E01033430,27
E01033431,0
E01033432,1
E01033433,0
E01033434,110
E01033435,1
E01033436,5
E01033437,121
E01033438,116
E01033439,22
E01033440,124
E01033441,39
E01033442,1
E01033443,1
E01033444,0
E01033445,1
E01033446,0
E01033447,2
E01033448,0
E01033449,2
E01033450,4
E01033451,0
E01033452,1
E01033453,0
E01033454,1
E01033455,50
E01033456,15
E01033457,35
E01033458,17
E01033459,16
E01033460,5
E01033461,6
E01033462,12
E01033463,23
E01033464,13
E01033465,9
E01033466,36
E01033467,14
E01033468,101
E01033469,26
E01033470,15
E01033471,11
E01033472,9
E01033473,10
E01033474,5
E01033475,2
E01033476,0
E01033477,67
E01033478,4
E01033479,5
E01033480,0
E01033481,5
E01033482,4
E01033483,85
E01033484,84
E01033485,49
E01033486,63
E01033487,77
E01033488,72
E01033489,105
E01033490,114
E01033491,87
E01033492,94
E01033493,107
E01033494,112
E01033495,3
E01033496,4
E01033497,26
E01033498,12
E01033499,63
E01033500,58
E01033501,0
E01033503,4
E01033505,1
E01033506,1
E01033508,7
E01033509,12
E01033511,4
E01033512,6
E01033514,7
E01033515,8
E01033517,7
E01033519,7
E01033520,6
E01033522,1
E01033523,2
E01033525,1
E01033526,24
E01033527,24
E01033528,5
E01033529,1
E01033530,0
E01033531,5
E01033532,3
E01033533,3
E01033534,3
E01033535,7
E01033536,18
E01033537,3
E01033538,1
E01033539,6
E01033540,1
E01033541,23
E01033542,20
E01033543,108
E01033545,100
E01033547,8
E01033548,35
E01033550,5
E01033551,6
E01033553,101
E01033554,107
E01033556,47
E01033557,138
E01033559,42
E01033561,99
E01033562,16
E01033564,31
E01033565,74
E01033567,194
E01033568,58
E01033569,70
E01033570,20
E01033571,16
E01033572,19
E01033573,12
E01033574,21
E01033575,26
E01033576,29
E01033577,11
E01033578,36
E01033579,28
E01033580,15
E01033581,19
E01033582,14
E01033583,82
E01033584,63
E01033585,55
E01033586,21
E01033587,72
E01033588,68
E01033589,110
E01033590,14
E01033591,69
E01033592,10
E01033593,116
E01033594,103
E01033595,208
E01033596,273
E01033597,55
E01033598,109
E01033599,59
E01033600,83
E01033601,104
E01033602,109
E01033603,129
E01033604,125
E01033605,108
E01033606,141
E01033607,122
E01033608,66
E01033609,2
E01033610,7
E01033611,28
E01033612,2
E01033613,25
E01033614,3
E01033615,196
E01033616,192
E01033617,153
E01033618,28
E01033619,43
E01033620,210
E01033621,73
E01033622,130
E01033623,84
E01033624,119
E01033625,198
E01033626,42
E01033627,31
E01033628,59
E01033629,17
E01033630,55
E01033631,2
E01033632,67
E01033633,8
E01033634,33
E01033635,76
E01033636,38
E01033637,44
E01033638,60
E01033639,29
E01033640,138
E01033641,63
E01033642,59
E01033643,84
E01033644,52
E01033645,27
E01033646,50
E01033647,58
E01033648,71
E01033649,69
E01033650,76
E01033651,121
E01033652,52
E01033653,157
E01033654,103
E01033655,101
E01033656,58
E01033657,56
E01033658,153
E01033659,134
E01033660,27
E01033661,105
E01033662,130
E01033663,54
E01033664,117
E01033665,90
E01033666,40
E01033667,148
E01033668,11
E01033669,21
E01033670,19
E01033671,22
E01033672,31
E01033673,28
E01033674,48
E01033675,57
E01033676,27
E01033677,119
E01033678,12
E01033679,14
E01033680,28
E01033681,79
E01033682,46
E01033683,65
E01033684,53
E01033685,11
E01033686,35
E01033687,5
E01033688,25
E01033689,44
E01033690,107
E01033691,115
E01033692,86
E01033693,95
E01033694,37
E01033695,10
E01033696,10
E01033697,62
E01033698,142
E01033699,151
E01033700,129
E01033701,38
E01033702,29
E01033703,97
E01033704,125
E01033705,41
E01033706,142
E01033707,128
E01033708,153
E01033709,97
